smiles,logps,qed,SA
BrC1=CC=C(CCNCCc2c[nH]c3ccccc23)OC=C1,4.396700000000004,0.7506321887850907,3.1352466707962234
BrC1=CC=C(NCC2CCN3CCCCN2CC3)CCC=C1,3.2588000000000026,0.8273096326426185,4.963123899051515
BrC1=CC=C(OCCNCCCc2c[nH]c3ccccc23)C1,4.273100000000003,0.689204885379786,2.7970106944648645
BrC1=CC=C2CC=CNC=CC1=C1CN2CCN1Cc1ccccc1,4.255300000000004,0.8063552058125213,5.305640377782072
BrC1=CCC1,2.059,0.473944436924822,2.7917091515191323
BrC1=COC=C(OCCNCCOc2ccc3cc2CCC3)C=C1,3.8244000000000025,0.6831799354590525,3.9426037287264517
BrC1OC2C=NC3=CN=CC1=CNc1coc3c1C2,2.7049000000000003,0.747867525320068,7.084308950009522
BrC1OCN=CN(CCCN2CCN(c3ccccc3-c3ccccc3)CC2)CCS1,4.595400000000005,0.538532598546804,3.8737185410932895
BrC1SC=NC=C1OSCCNC1CCCCCC1,4.301100000000003,0.3293280289970579,4.1911184979603595
BrC1c2ccccc2CCC1NCCOc1ccccc1,4.106000000000002,0.6499842112238344,2.9042450103417767
BrC=C1C=C(N2CCN(Cc3ccccc3)CC2)c2ccsc21,4.656200000000004,0.7562377028978783,2.6726436191276814
BrC=C1C=C(Oc2ncccc2C2CCNCC2)CC1,3.8839000000000015,0.9101275426892685,3.3183499544527146
BrC=C1C=CC(C2CN3CCCC2C3)O1,2.5195000000000007,0.7256142669746605,5.412635001971923
BrC=C1C=CCC(NC2CCN3CCCCN(CC3)C2)=C1,2.8687000000000014,0.8245809845481261,5.043125593867839
BrC=C1C=CCNC=C(CCCCN2CCN(c3cccc4ccoc34)CC2)C1,5.437300000000005,0.5872477170011801,3.3671684993387565
BrC=C1C=COC(N2C=C(c3ccccc3)NC2)=C1,3.511800000000002,0.9032525612147302,3.8205835589091333
BrC=C1CNCC(c2noc3cc(Br)ccc23)C1,3.9460000000000015,0.8243033963858017,3.7222356566745862
BrC=CC1=C(N2CCN(CCc3ccccc3)CC2)C=C2C=CC=C1N2,3.9502000000000033,0.7933327551539304,3.953585792202375
BrC=CC=C(CCCC1C=CCNC1)N1CCN(Cc2ccccc2)CC1,4.542600000000004,0.48262125151278096,3.6909692250650723
BrCC1=C=C=C2CC(=CCCN2)SCS1,3.6079000000000025,0.5868946993760007,6.615114920034416
Brc1ccc(CN2CCN(Cc3ccccc3)CC2)cc1,3.7669000000000024,0.8324414868649568,1.5440699231616986
Brc1ccc(N2CCN(Cc3ccccc3)CC2)c2cc[nH]c12,4.252600000000003,0.7446834855554851,2.129882533154829
