smiles,logps,qed,SA
BCCC(NC(=O)C1NC(c2ccc(F)cn2)=NC1CF)NC(CC(C)(C)F)Oc1ccccc1OC,2.3024999999999993,0.27784467978267213,4.84653584532095
BrC(=CC=NNC1=CC=CC1)Nc1cccc(N2CCN(C3CCCCC3)CC2)c1,5.208700000000005,0.326370450611037,3.227440843455563
BrC1=CC=CC(NC=Nc2csc(C=Cc3cccnc3)c2)C1,5.170200000000004,0.5686799140835279,4.200237640273283
BrC=C(Br)C(Br)=c1[nH]c(N2CCNCC2)nc1=CBr,2.0864999999999996,0.6290209687119545,4.203506127849626
BrC=C1C=CC(NCCCOC2CCCN(C3CCCC3)CCc3ccccc32)=C1,6.037400000000007,0.49120558094430095,3.8933387744040466
BrC=CC=CCCOC=CC=CCNC1=NC=CC2C(c3ccccn3)=NNC12,3.8305000000000016,0.33817255321324746,4.9004179647287724
BrC=CC=CCN1CCNCC1CCN1CCC(Cc2ccccc2)CC1,4.069800000000003,0.6252134163914853,3.2877951866035335
Brc1ccc(C2=c3[nH]ccc3=NC3(C=CCC(C4CCCN4)=C3)NC=N2)cc1,2.5194,0.6340340763018083,5.098549498391267
Brc1ccc(Nc2ncnc3ccc(-c4cncs4)cc23)cc1,5.259400000000002,0.5244331309473937,2.349918279761164
Brc1ccc(Nc2ncncccccc2-c2ccc(N3CCNCC3)nc2)cc1,4.578700000000003,0.5908485054384336,2.797013231574576
Brc1ccc2c(c1)CNC=C(CNc1ccccc1)N2,3.9177000000000017,0.7983462300572047,2.678493370358842
Brc1ccc2c(c1)CNCC2,2.0948,0.6938326085439759,2.2179556247587673
Brc1ccc2c(c1)N=C1CC(C=CC=CC3C=C4C#CC3[SH]41)NC2,4.367500000000004,0.4933314234539139,7.388337132417126
Brc1ccc2occ(N3CCNCC3)c2c1,2.6049000000000007,0.8706150015637062,2.452873188932621
Brc1cccc(C2CN(C3CCOCC3)CCN2)c1,2.5744,0.9044960688157317,2.935148717740578
Brc1cccc(C2CNCCO2)c1,2.1099999999999994,0.8138510742727576,2.7444881650577404
Brc1cccc2nc(NC3CCN(Cc4ccccc4)C3)oc12,4.276700000000003,0.7425240073964559,2.7009822104090304
Brc1cnc(Nc2ccc(C3CNCCO3)cc2)nc1NCC1CC1,3.4655000000000014,0.6852045096839287,3.026048722269868
Brc1cnc(Nc2ccc(N3CCOCC3)cc2)nc1NC1CCOCC1,3.4102000000000015,0.7475563675992505,2.4327051926072514
Brc1cnc(Nc2ccc(N3CCOCC3)cc2)nc1NCc1ccccc1,4.431400000000003,0.5915653772117718,2.1545059691297617
Brc1cncc(-c2nccs2)c1Nc1nc(-c2ccccn2)cs1,5.229700000000002,0.49368882806074255,2.7757550141742
Brc1cncc(CCCSc2ccccc2)c1Nc1nc2ccccc2[nH]1,6.188900000000004,0.2664143328597629,2.5576251926072526
C#CC#CCOc1cccc2c(C(C)C3CCC(=O)NC3)c(C#N)c(=O)n(C)c12,2.0552799999999993,0.8141815932620575,4.13254050497922
C#CC(=O)NC=C1C=CC(c2[nH]c(C3=CCOCC3)nc2-c2ccnc(NC3CC3)n2)=C1,2.831200000000001,0.6138180885043834,3.8459761344554897
C#CC(=O)Nc1ccc(CCN2CCN(Cc3cccc(Cl)c3)CC2)cc1,3.272000000000002,0.7799004479966617,2.1702028849149446
C#CC(C)=NN=c1ccc(NCC(O)c2cccc(Cl)c2)ncn1,2.1853,0.49587056056525586,3.7695261464025895
C#CC(Cc1ccccc1)C(=O)NC1CCCC2C1CC(C(=O)O)C2C1CC1,3.5103000000000018,0.7435421422489104,4.173712133660008
C#CC(O)=NC=CC(=O)C=CN=CNc1ccccc1C,2.6214200000000005,0.3641410599725791,3.8658584835351686
C#CC(O)CC1C2CC(c3ccc(-c4ccc(F)cc4)cc3)C3=C4CCC(=O)C=C4CCC31C(CC)C2,7.392600000000006,0.4400641296561174,5.873537471527676
C#CC(O)CCCC1CCC2=CC(=O)CCC2=C1Cc1ccc(O)c(C(N)=O)c1,3.193900000000001,0.6194044596404441,3.989304607543323
C#CC(Oc1cc(F)ccc1F)c1cccnc1,3.113100000000002,0.7749904218854866,3.033410804603581
C#CC1(N=CN)C=Nc2c1nnn2Cc1ccccc1,0.8577999999999998,0.5068329722954336,4.188522314586658
C#CC1(O)CC(=CC=NCC(F)(F)F)C2(O)CCCC23C1=CN=C3C=C(N)N=c1ccccn1CCl,2.9526000000000012,0.31601301554444516,6.0683403222213785
C#CC1(O)CCC2CCC3=CC(=O)CCC3=C2C2(c3ccc(OC)cc3OCCO)CCC1(CC=CC=C(CCC)c1nnnn1C)C2C(=O)O,5.292600000000005,0.19680732157991168,6.097163298799914
C#CC1=CC=C(C=C)CNC2=CC=CC(N=N1)C(C)(C)NC(=O)c1ccc(OCCCC(F)(F)F)nc1C2,5.361000000000005,0.40025221983352127,5.97129490553622
C#CC1=CC=C(n2c(C)nc(-c3ccc(C(=O)NC4CCC5CCC(O)(C(F)(F)F)CC4C5)c(F)c3)c2C)C1,6.102240000000006,0.36310675492544076,5.407986544954255
C#CC1=CC=C2Nc3ncc(c(-c4c(C)nn(C)c4Cc4cccc(N(C)C)c4)n3)C2C=C1,4.364720000000004,0.6183894325984012,4.854912989464507
C#CC1=CC=CC(=O)NC(C(=O)NC(CS(C)(=O)=O)C(C)CCO)CCc2ccc(F)cc2C(C)=C1,2.3237000000000005,0.481800716066631,4.887888143257484
C#CC1=CC=CC(Nc2nc(Nc3ccc(F)c(S(C)(=O)=O)c3)ncc2C(F)(F)F)N1,3.1961000000000013,0.4727546111509445,3.8833664125308065
C#CC1=CC=CCc2cc(-c3ccccc3)cc(N)c2OC1,3.986500000000002,0.6356361441584325,3.433251908875346
