smiles,logps,qed,SA
Brc1ccc(-c2nc(C3(c4ccc(-c5ccccc5)nc4)CCCNC3)no2)cc1,5.230600000000005,0.45105033977998255,3.0789924882729327
Brc1ccc(-c2nccnc2OC2CN(c3ccc4ccccc4n3)C2)cc1,4.721900000000003,0.4662831270040881,2.392043004324952
Brc1ccc(CCN2CCN(Cc3ccccc3)CC2)cc1,3.809400000000003,0.8011543971210303,1.6253406352932664
Brc1ccc(CN2CCC(Oc3cccc(N4CCCCC4)c3)CC2)cc1,5.4828000000000054,0.6259194269568528,2.0300486541457143
Brc1ccc(Nc2ncnc3sc(NC4CCNC4)nc23)cc1,3.366200000000001,0.6334610125487733,3.0305960113140067
Brc1ccc2[nH]cc(CCN3CCC(Cc4ccccc4)CC3)c2c1,5.427600000000004,0.6085689844168586,2.077216516841922
Brc1ccc2c(c1)CCC=C2CCN1CCNC(CCCCCc2ccccc2)CC1,6.635800000000007,0.4043445513156951,3.0674335303745988
Brc1ccc2nc(C3CCN(c4ccc(C5CC5)c(-n5cccn5)n4)CC3)[nH]c2c1,5.167500000000004,0.4539060426366914,2.775205676094835
Brc1ccc2nc(N3CCC4(CC4)C3)nn2c1,2.4821,0.8096712366557348,3.32003809859979
Brc1cccc(-c2ccc3[nH]nc(-c4ccccc4)c3c2)c1,5.659400000000003,0.4970107906608762,1.911723830559536
Brc1cccc(Oc2ccccc2Br)c1,5.0039000000000025,0.7534831246414336,1.6788869649577656
Brc1ccccc1-c1nc2ccc(N3CCCC3CN3CCCC3)nc2[nH]1,4.4520000000000035,0.669828207640428,3.0596607635266118
Brc1ccccc1COc1ccc2c(c1)C13CCCC1C(C2)N(CC1CC1)CC3,6.106400000000007,0.5431781619417931,4.155298321026081
Brc1ccccc1N1CCC2(CCNCC2)C1,3.029000000000001,0.8564854595426457,2.9213299604522227
Brc1ccccc1Nc1ccc(-c2cn[nH]c2)cc1,4.582800000000002,0.742549404480886,2.0388802622058364
Brc1ccccc1Nc1nc(Nc2ccccn2)ncc1-c1ccccc1,5.788300000000003,0.42976629548386763,2.1824273079918672
Brc1ccsc1Cc1ccccc1Cn1ccnc1,4.346200000000003,0.6941745916348835,2.459583284183857
Brc1cnc(C2CCCCC2NCc2ccccc2)o1,4.2531000000000025,0.9075327998504541,3.1957259290449986
Brc1cnc(Nc2ccc(N3CCNCC3)cc2)nc1Nc1ccc(Oc2cccc3ccccc23)cc1,7.081400000000005,0.19411850476895445,2.460649649664223
Brc1cnc2nc(N3CCC(Cc4cncn4C4CC4)C3)oc2c1,3.585700000000002,0.6838652099054439,3.5047007100742125
Brc1cncc(-c2ccc3c(N4CCOCC4)nc(-c4cccnc4)nc3c2)c1,4.352900000000003,0.4644916911038412,2.441129680018541
C#CC(=N)N(C)C1CCCCC1CNc1cccc(C(=O)c2ccc(Cl)cc2)c1,5.083970000000004,0.3034806222913285,3.4753757770242473
C#CC(=O)Nc1cccc(C#Cc2cncn(CC)c2=O)c1,1.2347,0.8465989709575166,2.8672193869634306
C#CC(F)(F)Oc1ccccc1-c1ccc(C2=Nc3c(C(C)(C)CO)nn(C(C)C)c3N=C(O)N2)cc1,5.232700000000005,0.3799682839849955,3.628591967244131
C#CC(N)C(C)(C)c1ccc(OCc2cccc(Cl)c2)cc1,4.157100000000003,0.8413331992825471,2.8508468568576912
C#CC1(C)OCC(n2cnc3c(NC4CCCCC4)ncnc32)O1,2.4657,0.8730991365510444,3.9543286072282324
C#CC1(COC(C)CF)CCCN(C(=O)CC#Cc2cnc(CC(C)(C)C)nc2)C1,3.4234000000000027,0.6708327267742072,4.459883999884785
C#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(c3ccc(N(C)CCCCCCC(=O)O)cc3)CC21C,6.421700000000007,0.28504576864045694,4.396315926886212
C#CC1(O)CCC2C3Cc4ccc(OC(F)F)cc4C3C(OS(=O)(=O)c3cnn(C)c3Cl)CC2(C)C1C(=O)OC(C)=O,3.595100000000003,0.2209132058306827,5.288322069612205
C#CC12CCC3(CCC4=Cc5c(cnn5-c5ccco5)CCC43C)C1CCC2=O,4.973900000000004,0.6500119094011438,5.369022613828918
C#CC1=C(C(=O)OC)C(c2ccc3c(c2)OCO3)Oc2ccc(OC(=O)NCc3ccccc3)cc2C1,4.482900000000003,0.4104160100145949,3.3133993685225196
C#CC1=CC(C)(C)Nc2ccc(-c3cccnc3C)cc21,4.277720000000003,0.7851556354037426,3.000631104134907
C#CC1CC2C(CCC3(C)CC(c4nc(C)c(-c5nnn(C)c5C)cc4OC)=CCC23)O1,4.502940000000004,0.6683755192847816,5.047992704465598
C#CC1CC2C(CCC3C2CCC2N(C)C(=O)CCC32C)O1,2.8404000000000007,0.6439563135338654,4.775810733716545
C#CC1CC2Oc3ccc(-c4ccccn4)cc3OCC2=NN1CC,2.971800000000001,0.7929133682883898,3.9220212348085033
C#CC1CCCCN1C(=O)COc1ccc(-c2cccc(C(F)(F)F)c2)cc1,4.765500000000004,0.7078800945749172,2.7868817937709203
C#CC1CCCCN1c1cccc(=O)n1Cc1ccccc1,2.888700000000001,0.8128183541200369,3.0281112838753454
C#CCC(=O)Nc1ccc(-n2nc(C(N)=O)c3c2-c2cc(N4CC(C(=O)NC5CCC(OC(C)=O)C5)C4)ccc2CC3)cc1,2.7352000000000007,0.268281849914261,3.858628946262974
C#CCC(CC#C)n1cc(C)nc(Nc2c(C)ccn(C)c2=O)c1=O,1.8901399999999997,0.8468090793477475,3.548492865135919
C#CCC1CCc2cc(F)ccc2N1S(=O)(=O)c1ccc2ncccc2c1,3.907300000000003,0.6476171368483856,3.092759702088049
C#CCCC(=O)N1CCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)CC1,4.444700000000003,0.4217944585554111,2.663678768671682
C#CCCCCOc1ccc(-c2ccc(-c3ccc(OCC(C)(CF)C(=O)O)cc3C(F)(F)F)nc2)cc1,7.055900000000006,0.15463377357901173,3.3720291684302754
C#CCCCc1cc(OC)c2c(=O)cc(-c3cnc(OC)c(C(=O)NC(C)(C)C)c3)oc2n1,3.751400000000002,0.4326953545964715,3.130376632887554
C#CCCCc1cc2c(cc1NS(=O)(=O)c1ccc3c(c1)OCO3)OCO2,2.9007000000000005,0.6062100644786829,2.6250224115421634
